layer,set,dir,name,gamma_J,fSf_J,inv_J,gamma_R,g0_med,g0sq_over_fSf,snr_a0,alpha_star,corr_pred,template_stability,flip_frac
10,topJbar,13,L10:topJbar:06,3.1054281550614116,146.88577884215843,35.77843121211829,1.9492471887996743,6.329236491745304,0.30976730343179987,3.7275714874267576e+31,0.2,0.21438820765435274,0.43979060649871826,nan
10,topJbar,14,L10:topJbar:07,5.696503526929898,230.18484453383104,34.37388535795521,2.7680640659130136,3.4273602204706353,0.06043160904031497,2.4424489974975582e+31,nan,0.31351827296455576,0.1751004457473755,nan
10,topJbar,15,L10:topJbar:08,7.046979459445946,263.79610833687735,32.78200344195241,3.7834839353850893,3.2188549370212147,0.05773794103620829,2.2460439682006833e+31,nan,0.30401709777750413,0.2283024787902832,nan
17,gnotj,16,L17:gnotj:01,220.20292963024934,415.90244004483844,1.8801850442941153,134.02755337499573,2.5368500707358015,0.020075705841009192,2.0912035942077633e+31,nan,0.605870292956841,0.1209498792886734,nan
17,gnotj,17,L17:gnotj:02,114.50328182168079,250.1249226380153,2.1655222145477175,68.92768502217201,3.1464322849918442,0.06240820066255616,2.616574001312256e+31,1.0,0.5538103223046239,0.06525905430316925,nan
17,gnotj,18,L17:gnotj:03,38.63252015980306,131.6067708737667,3.320676311854822,19.567919949201517,2.299535886370733,0.04498989545500117,2.1461012840270994e+31,nan,0.6686128121183675,0.11168941855430603,nan
17,gnotj,19,L17:gnotj:04,102.957005191796,206.97767888050893,1.9909930889086735,63.82459320455935,2.979029828132661,0.07512529309840264,2.780233764648437e+31,nan,0.31634136396829776,0.08907394856214523,nan
17,jpriv,48,L17:jpriv:01,34.87807758226654,185.98098197200272,5.183694180535681,7.4875708065320685,3.517590858674774,0.08783915315831527,3.3599975585937498e+31,nan,0.04272100119777061,0.20130302011966705,nan
17,jpriv,49,L17:jpriv:02,14.422114617529603,112.6916899069644,7.307149032524566,5.582397089812848,3.7798894719143945,0.15675455439764832,3.0960844993591306e+31,nan,0.28495985769331345,0.12307389080524445,nan
17,jpriv,50,L17:jpriv:03,11.233389358689623,101.88874658471231,8.328742231386487,4.8861602715510974,3.64721616107658,0.13720852507383227,3.1468113899230956e+31,nan,0.617388505366026,0.13881082832813263,nan
