layer,sv_rank_1based,gatedness_ratio,total_gain,invariant_gain
2,3,-0.5849562068764782,12670.098348969841,30527.136073078047
2,4,-0.4115179598416596,8340.030093826588,14172.1064105574
2,5,-0.21033089342281297,10908.950541953302,13814.584426680689
2,6,0.023990253734848307,10968.127192584789,10711.163658618643
2,7,0.7218201264947784,14111.998078475017,8195.976955620696
2,8,0.007760189391246413,7750.013049974724,7690.334597018555
2,9,0.40649231735355057,8967.329826241417,6375.6692557798415
2,10,0.3693186327192738,8507.553535429617,6212.983108638058
2,11,1.7265832475099443,14950.909268411004,5483.386315845652
2,12,1.9303499879281414,13307.31441711253,4541.203089028091
2,13,1.062800802652346,8044.452406164749,3899.771803375936
2,14,0.5379214725554733,5728.7036409627935,3724.964988910508
2,15,0.620401546082148,5253.02341483415,3241.80350699842
2,16,0.9563458088232023,6094.349024550462,3115.169617286232
2,17,1.3488794948210399,6829.6268037463105,2907.6105516715434
2,18,0.9927237797054831,5527.762719951539,2773.9733806801687
2,19,2.251641611471999,7715.133972263019,2372.68890428917
2,20,1.3940015789200808,5530.166077094684,2310.009369162187
2,21,1.740385588275977,6069.844100416668,2214.9598678319553
2,22,1.468247984805176,4957.154249811796,2008.3696129115056
2,23,2.0450686018050988,5497.277391248723,1805.3049405816646
2,24,2.5077676453862714,5907.457781847531,1684.1074948670048
2,25,2.9363156207062597,6320.249914933208,1605.6257993358045
2,26,1.411695576242298,3755.002821831654,1556.9970185383859
2,27,2.415513557171827,5105.207670598141,1494.711581477467
2,28,15.035028803676841,22107.581789043765,1378.7054616312407
2,29,2.5612765791414276,4759.32248066467,1336.409114793361
2,30,2.197922115433471,4115.274793153465,1286.8589804902676
2,31,2.708022854205112,4578.660735783528,1234.7984130116615
2,32,2.6524072135337944,4199.992056432629,1149.9243679263773
2,33,2.160254176646967,3455.431094823056,1093.402904221236
2,34,4.42298796761822,5805.2796390495,1070.4946560297742
2,35,3.4245425541174566,4497.771278675138,1016.5505752654689
2,36,3.3983397241719127,4359.47748350106,991.1643385669076
2,37,2.0151368967298025,2874.182552822071,953.2510964724286
2,38,3.723447427924356,4448.823425191215,941.8594137178102
2,39,2.2877048451784234,2989.2164231866645,909.2106998506073
2,40,2.8594778255379376,3469.4169187930015,898.9342796157265
2,41,3.75473813952493,4021.6421822025236,845.8178061946951
2,42,3.9523755108734093,4117.748306039056,831.4693215403651
2,43,4.82822925698412,4708.973826844447,807.9596081781245
2,44,6.983213925306136,6040.1157775129095,756.6020194405587
2,45,3.468077264880812,3357.5926415864938,751.4625290786412
2,46,7.2149624838057,5998.359554128355,730.1749175303339
2,47,4.985612309201908,4232.755986119223,707.1550523932781
2,48,4.099141993063308,3460.9372965758735,678.7293433453672
2,49,3.395554327228309,2952.4165638992677,671.6824191231527
2,50,3.9053221032626153,3165.437507765215,645.3067588894523
2,51,5.852679538750562,4355.635225894616,635.6105230463186
2,52,5.041099807254248,3766.893752864126,623.5443665970499
2,53,4.155137346707216,3137.700390219813,608.6550520761368
2,54,5.278986016228265,3752.1888352351066,597.5787850996228
2,55,3.6266452571019956,2754.9673805156235,595.456800213153
2,56,3.051615333447023,2289.9768801032283,565.2009610090495
2,57,4.291604971090655,2977.8462217105775,562.7491541752175
2,58,4.3308231313099,2957.7018341070293,554.8302318895898
2,59,6.8238170244753595,4293.601885838301,548.7860813216048
2,60,5.847488505925168,3597.757769370195,525.4127504204251
2,61,5.781166234198813,3471.564493562481,511.9421016483707
2,62,3.224137919879873,2141.6702734340265,507.00765790691503
2,63,4.649942517649947,2801.7540978303273,495.89072615832254
2,64,4.326020888837334,2594.7697185970364,487.1872966242887
3,1,-0.9933378371502704,4428.25203024164,664686.8487192566
3,2,-0.9191700436268999,3266.751122926471,40415.10436857815
3,3,-0.6290711600818087,5849.259452102168,15769.222617990163
3,4,-0.18265401670624817,5422.289244717538,6634.019565211223
3,5,0.37720421336340004,5809.444279451638,4218.288197988879
3,6,-0.1986003874611225,3302.367424200354,4120.749963602282
3,7,0.6809506659246656,5996.969779562806,3567.606058363616
3,8,-0.05529307464672344,2670.0079692409868,2826.2817785975144
3,9,0.2515500565221189,3156.125032975253,2521.772913938002
3,10,-0.08976906044144844,2113.318456856343,2321.738764319781
3,11,0.4765142634021113,3037.026555917986,2056.889412582172
3,12,0.9926317581205858,3377.2358403106355,1694.8619967274847
3,13,0.6872517085009034,2657.249389258596,1574.8980284747868
3,14,1.5988094257924166,3664.670975672987,1410.1345559632105
3,15,1.2753412454883828,2973.8251806577855,1306.9798591990475
3,16,1.8245944930690712,3553.427683288488,1258.031088005011
3,17,2.1005358574884654,3602.8977149444136,1162.0242050234115
3,18,1.5918840424600236,2792.1494383946388,1077.2663408757676
3,19,2.664444906474599,3816.769814193232,1041.5683443485846
3,20,2.6125624462078787,3613.23075713732,1000.1849963672469
3,21,2.341405511979167,3240.36280780567,969.7604185391726
3,22,3.873729292215366,4601.1570699019685,944.0731714934457
3,23,0.9130411813523854,1741.4979988179066,910.3295923754777
3,24,2.1858499358002845,2671.731321137896,838.6243467135012
3,25,2.530893481294454,2751.792562183986,779.347373904691
3,26,2.9724863024230355,3082.2515305834695,775.8998511092175
3,27,3.907017967194017,3539.0380750241156,721.2197099511275
3,28,2.4358825200701797,2426.9960101310744,706.3675768755974
3,29,2.7704352431229613,2574.5806565911876,682.8338084541489
3,30,2.5883072169630776,2384.7581657768173,664.5914136067217
3,31,2.170404218854223,2007.5181260242575,633.2057325957302
3,32,4.19340628325986,3133.7013554657156,603.400000798325
3,33,2.3909618295427437,1959.7704743665806,577.9394086045236
3,34,3.1143245096471377,2330.0050993175346,566.31534383205
3,35,3.3034265016071833,2272.5315708984904,528.0749119451257
3,36,2.996744624819296,2076.09958250909,519.4476448700207
3,37,3.4552277119556027,2247.535288436326,504.4714734569313
3,38,5.579063480336445,3158.3065744497994,480.0541268356899
3,39,3.265295640618699,2008.4887653054195,470.8908677228098
3,40,2.3632156024744098,1557.8570748801185,463.20464074144
3,41,3.7453571900397624,2138.6400119989,450.6805128364372
3,42,2.8332671147634603,1677.977986766576,437.7409495685897
