source_layer,target_layer,layer_distance,k,exact_rank_best_match_rate,chance_exact_rate_1_over_k,exact_rate_over_chance,reciprocal_exact_rank_rate,mean_same_rank_abs_cosine,median_same_rank_abs_cosine,min_same_rank_abs_cosine,max_same_rank_abs_cosine,mean_best_abs_cosine,mean_same_rank_fraction_of_best,mean_same_rank_deficit_from_best,mean_offdiag_abs_cosine,diagonal_to_offdiag_ratio,same_rank_raw_sign_flip_rate,mean_abs_rank_offset_of_best,median_abs_rank_offset_of_best,null_diag_mean,null_diag_std,diag_perm_p,null_exact_rate_mean,null_exact_rate_std,exact_perm_p
3,4,1,64,0.171875,0.015625,11.0,0.140625,0.2379424858685175,0.15711289671785175,0.01488666036574984,0.8514150717950919,0.5133021621104358,0.4314973824374728,0.27535967624191826,0.05415609413466322,4.393641928401548,0.421875,2.28125,2.0,0.056743557661872925,0.011143613475794097,0.0004997501249375312,0.0151953125,0.015150722710952632,0.0004997501249375312
3,5,2,64,0.109375,0.015625,7.0,0.09375,0.15657093715115733,0.1125072831577059,0.0037077196976451196,0.7219904645258413,0.3358773412160949,0.4473933744373781,0.17930640406493759,0.060422380761359286,2.5912738819335965,0.46875,7.34375,5.5,0.06181541730006691,0.008510711452811917,0.0004997501249375312,0.015703125,0.015471631933371342,0.0009995002498750624
3,6,3,64,0.078125,0.015625,5.0,0.078125,0.1162718443086484,0.07847829284587177,0.0031154330796661477,0.6352337209891332,0.3088043737895263,0.34985111138692926,0.19253252948087796,0.05880440674780544,1.9772641327256928,0.546875,10.15625,9.0,0.059691257525053394,0.0074602171157833064,0.0004997501249375312,0.01575,0.015518616077875186,0.0029985007496251873
3,7,4,64,0.0625,0.015625,4.0,0.046875,0.09169647651727802,0.07550122729861172,0.0005331237382303683,0.5062472247106031,0.2788688493625874,0.31549170431067325,0.1871723728453094,0.05572926221538969,1.6453918977588036,0.390625,13.984375,14.0,0.056430673162350904,0.006755437866197728,0.0004997501249375312,0.015796875,0.015518167481870168,0.017991004497751123
3,8,5,64,0.046875,0.015625,3.0,0.03125,0.07339739912730486,0.054285904192707464,0.0003517787630053391,0.41363591834100677,0.25992067757630133,0.2788977419326824,0.18652327844899644,0.05271480431156105,1.3923488872974503,0.578125,15.859375,16.5,0.053014120679793136,0.006291267849247505,0.0029985007496251873,0.0161796875,0.016107936220058686,0.08995502248875563
3,9,6,64,0.03125,0.015625,2.0,0.03125,0.047556649593874345,0.035976404497707504,0.00390919903963635,0.3259867629753815,0.2425052943082655,0.21903032946332412,0.19494864471439116,0.04530184011183254,1.0497730219451475,0.421875,21.0625,21.0,0.045356563744709234,0.005451279018079721,0.3248375812093953,0.0160078125,0.015312340081833822,0.28385807096451776
3,10,7,64,0.03125,0.015625,2.0,0.03125,0.039631557502439185,0.02648327977568677,0.0009187180972898149,0.2570513509042028,0.24025029523878033,0.18581901512487387,0.20061873773634115,0.04364992619463385,0.907940996869574,0.515625,22.25,23.0,0.043450403118390525,0.005402213047597252,0.7471264367816092,0.0155546875,0.015577872195550785,0.25787106446776614
3,11,8,64,0.03125,0.015625,2.0,0.015625,0.03814533856193155,0.02778228492950078,0.0003488671054237462,0.25201721577301095,0.24111058041709296,0.17691239140976178,0.2029652418551614,0.04177731512779644,0.9130634279691093,0.4375,21.6875,22.5,0.04145182123892218,0.005274951244220664,0.7286356821589205,0.0150390625,0.01495886307430587,0.2538730634682659
3,12,9,64,0.03125,0.015625,2.0,0.015625,0.03820042592426057,0.027417902733404716,0.0012207333046580539,0.23160580886433102,0.23944160131461803,0.182596865693588,0.2012411753903575,0.041164683861572994,0.9279902659454274,0.40625,21.671875,22.5,0.04110128360103418,0.005361146949634381,0.6906546726636682,0.015625,0.014876224564002767,0.26186906546726635
3,13,10,64,0.03125,0.015625,2.0,0.015625,0.03362619014526249,0.025414696367016258,0.0008977929663022809,0.17654500822465283,0.23385114680558888,0.17598395504147973,0.20022495666032644,0.04074400564477511,0.8253039830798917,0.4375,21.3125,22.5,0.04070679309941194,0.005356607113467806,0.9160419790104948,0.015578125,0.01502320167369923,0.2623688155922039
