layer,sv_index_zero_based,sv_rank,sv_label,singular_value,gap_to_higher_rank,gap_to_lower_rank,local_gap,relative_local_gap
0,50,50,SV50,45.03382873535156,0.6866836547851562,0.8489761352539062,0.6866836547851562,0.015248173963190241
0,51,51,SV51,44.184852600097656,0.8489761352539062,0.28339385986328125,0.28339385986328125,0.0064138238148757545
0,52,52,SV52,43.901458740234375,0.28339385986328125,0.3113975524902344,0.28339385986328125,0.0064552265003340135
0,53,53,SV53,43.59006118774414,0.3113975524902344,0.48541259765625,0.3113975524902344,0.007143774154136482
0,54,54,SV54,43.10464859008789,0.48541259765625,0.320587158203125,0.320587158203125,0.007437414958461011
0,55,55,SV55,42.784061431884766,0.320587158203125,0.3323173522949219,0.320587158203125,0.007493144584076533
0,56,56,SV56,42.451744079589844,0.3323173522949219,0.7501564025878906,0.3323173522949219,0.007828120127924144
0,57,57,SV57,41.70158767700195,0.7501564025878906,0.23514938354492188,0.23514938354492188,0.0056388592531838935
0,58,58,SV58,41.46643829345703,0.23514938354492188,0.24993133544921875,0.23514938354492188,0.005670836300932698
0,59,59,SV59,41.21650695800781,0.24993133544921875,1.4054679870605469,0.24993133544921875,0.006063865036012239
0,60,60,SV60,39.811038970947266,1.4054679870605469,0.3603019714355469,0.3603019714355469,0.00905030315080405
0,61,61,SV61,39.45073699951172,0.3603019714355469,0.5414657592773438,0.3603019714355469,0.009132959200230058
0,62,62,SV62,38.909271240234375,0.5414657592773438,0.2545814514160156,0.2545814514160156,0.006542950903505078
0,63,63,SV63,38.65468978881836,0.2545814514160156,,0.2545814514160156,0.006586043059894337
1,0,0,SV00,1150.986572265625,,832.0671081542969,832.0671081542969,0.7229164337829236
1,1,1,SV01,318.9194641113281,832.0671081542969,123.46713256835938,123.46713256835938,0.3871420419960933
1,2,2,SV02,195.45233154296875,123.46713256835938,53.69410705566406,53.69410705566406,0.27471714781698475
1,3,3,SV03,141.7582244873047,53.69410705566406,12.75762939453125,12.75762939453125,0.08999569118949972
1,4,4,SV04,129.00059509277344,12.75762939453125,19.525802612304688,12.75762939453125,0.09889589567673186
1,5,5,SV05,109.47479248046875,19.525802612304688,3.3276596069335938,3.3276596069335938,0.03039658291681418
1,6,6,SV06,106.14713287353516,3.3276596069335938,5.915985107421875,3.3276596069335938,0.031349500611554
1,7,7,SV07,100.23114776611328,5.915985107421875,5.487884521484375,5.487884521484375,0.054752286527639166
1,8,8,SV08,94.7432632446289,5.487884521484375,9.73870849609375,5.487884521484375,0.05792374395332524
1,9,9,SV09,85.00455474853516,9.73870849609375,1.7068023681640625,1.7068023681640625,0.020078951924555256
1,10,10,SV10,83.2977523803711,1.7068023681640625,4.2689056396484375,1.7068023681640625,0.02049037722374687
1,11,11,SV11,79.02884674072266,4.2689056396484375,3.5017852783203125,3.5017852783203125,0.04431021611398364
